,name,ins_id,ticker,isin,instrument_type,market,country,sector,branch
0,AAK,2,AAK,SE0011337708,Aktie,Large Cap,Sverige,Dagligvaror,Livsmedel
1,ABB,3,ABB,CH0012221716,Aktie,Large Cap,Sverige,Industri,Industrimaskiner
2,Active Biotech,6,ACTI,SE0001137985,Aktie,Small Cap,Sverige,Hälsovård,Biotech
3,Addnode,7,ANOD B,SE0017885767,Aktie,Large Cap,Sverige,Informationsteknik,IT-Konsulter
4,Addtech,8,ADDT B,SE0014781795,Aktie,Large Cap,Sverige,Industri,Industrikomponenter
5,Alfa Laval,10,ALFA,SE0000695876,Aktie,Large Cap,Sverige,Industri,Industrikomponenter
6,Anoto,13,ANOT,SE0010415281,Aktie,Small Cap,Sverige,Informationsteknik,Elektronisk Utrustning
7,Arise Windpower,14,ARISE,SE0002095604,Aktie,Mid Cap,Sverige,Kraftförsörjning,Vindkraft
8,Assa Abloy,17,ASSA B,SE0007100581,Aktie,Large Cap,Sverige,Industri,Byggmaterial
9,AstraZeneca,18,AZN,GB0009895292,Aktie,Large Cap,Sverige,Hälsovård,Läkemedel
10,Atlas Copco A,19,ATCO A,SE0017486889,Aktie,Large Cap,Sverige,Industri,Industrimaskiner
11,Atrium Ljungberg,20,ATRLJ B,SE0000191827,Aktie,Large Cap,Sverige,Finans & Fastighet,Fastighetsbolag
12,Autoliv,21,ALIV SDB,SE0000382335,Aktie,Large Cap,Sverige,Sällanköpsvaror,Bil & Motor
13,Avanza Bank,22,AZA,SE0012454072,Aktie,Large Cap,Sverige,Finans & Fastighet,Nischbanker
14,Axfood,24,AXFO,SE0006993770,Aktie,Large Cap,Sverige,Dagligvaror,Livsmedelsbutiker
15,Bergman & Beving,26,BERG B,SE0000101362,Aktie,Mid Cap,Sverige,Industri,Industrikomponenter
16,BE Group,27,BEGR,SE0008321921,Aktie,Small Cap,Sverige,Industri,Industrikomponenter
17,Beijer Ref,28,BEIJ B,SE0015949748,Aktie,Large Cap,Sverige,Industri,Installation & VVS
18,Beijer Alma,29,BEIA B,SE0011090547,Aktie,Mid Cap,Sverige,Industri,Industrikomponenter
19,Ependion,30,EPEN,SE0000671711,Aktie,Mid Cap,Sverige,Informationsteknik,Datorer & Hårdvara
20,Betsson,32,BETS B,SE0020845014,Aktie,Large Cap,Sverige,Sällanköpsvaror,Betting & Casino
21,Bilia,33,BILI A,SE0009921588,Aktie,Large Cap,Sverige,Sällanköpsvaror,Bil & Motor
22,Billerud,34,BILL,SE0000862997,Aktie,Large Cap,Sverige,Material,Skogsbolag
23,BioGaia,35,BIOG B,SE0017769995,Aktie,Mid Cap,Sverige,Dagligvaror,Hälsoprodukter
24,Bioinvent,36,BINV,SE0015244520,Aktie,Mid Cap,Sverige,Hälsovård,Biotech
25,Biotage,37,BIOT,SE0000454746,Aktie,Large Cap,Sverige,Hälsovård,Medicinsk Utrustning
26,Björn Borg,38,BORG,SE0020050805,Aktie,Small Cap,Sverige,Sällanköpsvaror,Kläder & Skor
27,Boliden,40,BOL,SE0020050417,Aktie,Large Cap,Sverige,Material,Gruv - Industrimetaller
28,Bong Ljungdahl,41,BONG,SE0000396061,Aktie,Small Cap,Sverige,Material,Förpackning
29,Brinova Fastigheter,42,BRIN B,SE0008347652,Aktie,Mid Cap,Sverige,Finans & Fastighet,Fastighetsbolag
30,BTS Group,43,BTS B,SE0000805426,Aktie,Mid Cap,Sverige,Industri,Affärskonsulter
31,Bure Equity,44,BURE,SE0000195810,Aktie,Large Cap,Sverige,Finans & Fastighet,Investmentbolag
32,Byggmax,45,BMAX,SE0003303627,Aktie,Mid Cap,Sverige,Sällanköpsvaror,Detaljhandel
33,Castellum,46,CAST,SE0000379190,Aktie,Large Cap,Sverige,Finans & Fastighet,Fastighetsbolag
34,Catena,47,CATE,SE0001664707,Aktie,Large Cap,Sverige,Finans & Fastighet,Fastighetsbolag
35,Nelly Group,48,NELLY,SE0015245535,Aktie,Small Cap,Sverige,Sällanköpsvaror,Kläder & Skor
36,CellaVision,49,CEVI,SE0000683484,Aktie,Mid Cap,Sverige,Hälsovård,Medicinsk Utrustning
37,Clas Ohlson,51,CLAS B,SE0000584948,Aktie,Mid Cap,Sverige,Sällanköpsvaror,Detaljhandel
38,Cloetta,52,CLA B,SE0002626861,Aktie,Mid Cap,Sverige,Dagligvaror,Livsmedel
39,Concordia Maritime,54,CCOR B,SE0000102824,Aktie,Small Cap,Sverige,Energi,Olja & Gas - Transport
40,Concejo B,56,CNCJO B,SE0000236382,Aktie,Small Cap,Sverige,Informationsteknik,Säkerhet & Bevakning
41,Corem Property A,57,CORE A,SE0010714279,Aktie,Large Cap,Sverige,Finans & Fastighet,Fastighetsbolag
42,CTT Systems,58,CTT,SE0000418923,Aktie,Mid Cap,Sverige,Industri,Installation & VVS
43,Diamyd Medical,62,DMYD B,SE0005162880,Aktie,First North,Sverige,Hälsovård,Biotech
44,Diös Fastigheter,63,DIOS,SE0001634262,Aktie,Large Cap,Sverige,Finans & Fastighet,Fastighetsbolag
45,Doro,64,DORO,SE0000215493,Aktie,Small Cap,Sverige,Sällanköpsvaror,Hemelektronik
46,Duni,65,DUNI,SE0000616716,Aktie,Mid Cap,Sverige,Dagligvaror,Hygienprodukter
47,Duroc,66,DURC B,SE0000331266,Aktie,Small Cap,Sverige,Industri,Industrikomponenter
48,Eastnine,67,EAST,SE0002158568,Aktie,Mid Cap,Sverige,Finans & Fastighet,Fastighetsbolag
49,Elanders,68,ELAN B,SE0000119299,Aktie,Mid Cap,Sverige,Sällanköpsvaror,Media & Publicering
50,Elon,69,ELON,SE0001572520,Aktie,Small Cap,Sverige,Sällanköpsvaror,Hemelektronik
51,Electrolux B,70,ELUX B,SE0016589188,Aktie,Large Cap,Sverige,Sällanköpsvaror,Hemelektronik
52,Elekta,71,EKTA B,SE0000163628,Aktie,Large Cap,Sverige,Hälsovård,Medicinsk Utrustning
53,Enea,73,ENEA,SE0009697220,Aktie,Mid Cap,Sverige,Informationsteknik,IT-Konsulter
54,Eniro,74,ENRO,SE0011256312,Aktie,Small Cap,Sverige,Sällanköpsvaror,Marknadsföring
55,Ericsson B,77,ERIC B,SE0000108656,Aktie,Large Cap,Sverige,Informationsteknik,Kommunikation
56,eWork,79,EWRK,SE0002402701,Aktie,Mid Cap,Sverige,Informationsteknik,IT-Konsulter
57,Fabege,80,FABG,SE0011166974,Aktie,Large Cap,Sverige,Finans & Fastighet,Fastighetsbolag
58,Fagerhult,81,FAG,SE0010048884,Aktie,Mid Cap,Sverige,Industri,Bygginredning
59,Fastpartner A,82,FPAR A,SE0013512506,Aktie,Large Cap,Sverige,Finans & Fastighet,Fastighetsbolag
60,Fast Balder,83,BALD B,SE0017832488,Aktie,Large Cap,Sverige,Finans & Fastighet,Fastighetsbolag
61,Fenix Outdoor,85,FOI B,CH0242214887,Aktie,Large Cap,Sverige,Sällanköpsvaror,Kläder & Skor
62,Fingerprint Cards,86,FING B,SE0008374250,Aktie,Small Cap,Sverige,Informationsteknik,Biometri
63,Formpipe Software,87,FPIP,SE0001338039,Aktie,Small Cap,Sverige,Informationsteknik,Affärs- & IT-System
64,Getinge,88,GETI B,SE0000202624,Aktie,Large Cap,Sverige,Hälsovård,Hälsovård & Hjälpmedel
65,Havsfrun Investment,94,HAV B,SE0000312043,Aktie,Small Cap,Sverige,Finans & Fastighet,Investmentbolag
66,Heba,95,HEBA B,SE0017911480,Aktie,Mid Cap,Sverige,Finans & Fastighet,Fastighetsbolag
67,Hennes & Mauritz,97,HM B,SE0000106270,Aktie,Large Cap,Sverige,Sällanköpsvaror,Kläder & Skor
68,Hexagon,98,HEXA B,SE0015961909,Aktie,Large Cap,Sverige,Industri,Mätning & Analys
69,Hexpol,99,HPOL B,SE0007074281,Aktie,Large Cap,Sverige,Material,Kemikalier
70,HMS Networks,101,HMS,SE0009997018,Aktie,Large Cap,Sverige,Informationsteknik,Kommunikation
71,Holmen B,102,HOLM B,SE0011090018,Aktie,Large Cap,Sverige,Material,Skogsbolag
72,Hufvudstaden A,103,HUFV A,SE0000170375,Aktie,Large Cap,Sverige,Finans & Fastighet,Fastighetsbolag
73,Husqvarna B,104,HUSQ B,SE0001662230,Aktie,Large Cap,Sverige,Sällanköpsvaror,Hemelektronik
74,I.A.R Systems,106,IAR B,SE0005851706,Aktie,Mid Cap,Sverige,Informationsteknik,Affärs- & IT-System
75,Image Systems,108,IS,SE0006421871,Aktie,Small Cap,Sverige,Informationsteknik,Affärs- & IT-System
76,Industrivärden C,109,INDU C,SE0000107203,Aktie,Large Cap,Sverige,Finans & Fastighet,Investmentbolag
77,Indutrade,110,INDT,SE0001515552,Aktie,Large Cap,Sverige,Industri,Industrikomponenter
78,Rolling Optics,111,RO,SE0010520155,Aktie,First North,Sverige,Industri,Affärskonsulter
79,Intrum,112,INTRUM,SE0000936478,Aktie,Large Cap,Sverige,Finans & Fastighet,Kredit & Finansiering
80,Investor B,113,INVE B,SE0015811963,Aktie,Large Cap,Sverige,Finans & Fastighet,Investmentbolag
81,ITAB Shop Concept,114,ITAB,SE0015962097,Aktie,Mid Cap,Sverige,Industri,Bygginredning
82,JM,116,JM,SE0000806994,Aktie,Large Cap,Sverige,Industri,Bostadsbyggnation
83,Kabe,117,KABE B,SE0000107724,Aktie,Mid Cap,Sverige,Sällanköpsvaror,Bil & Motor
84,Kinnevik B,120,KINV B,SE0015810247,Aktie,Large Cap,Sverige,Finans & Fastighet,Investmentbolag
85,KnowIT,122,KNOW,SE0000421273,Aktie,Mid Cap,Sverige,Informationsteknik,IT-Konsulter
86,Lagercrantz,124,LAGR B,SE0014990966,Aktie,Large Cap,Sverige,Industri,Elektroniska komponenter
87,Lammhults Design,125,LAMM B,SE0000386138,Aktie,Small Cap,Sverige,Industri,Bygginredning
88,Latour,126,LATO B,SE0010100958,Aktie,Large Cap,Sverige,Finans & Fastighet,Investmentbolag
89,Lindab,127,LIAB,SE0001852419,Aktie,Large Cap,Sverige,Industri,Installation & VVS
90,Loomis,129,LOOMIS,SE0014504817,Aktie,Large Cap,Sverige,Industri,Säkerhet
91,Lundbergföretagen,130,LUND B,SE0000108847,Aktie,Large Cap,Sverige,Finans & Fastighet,Investmentbolag
92,Lundin Mining,131,LUMI,CA5503721063,Aktie,Large Cap,Sverige,Material,Gruv - Prospekt & Drift
93,Orrön Energy,132,ORRON,SE0000825820,Aktie,Mid Cap,Sverige,Kraftförsörjning,Förnybarenergi
94,Malmbergs Elektriska,134,MEAB B,SE0000507659,Aktie,Small Cap,Sverige,Industri,Elektroniska komponenter
95,Medivir,136,MVIR,SE0020181014,Aktie,Small Cap,Sverige,Hälsovård,Biotech
96,MEKO,137,MEKO,SE0002110064,Aktie,Mid Cap,Sverige,Sällanköpsvaror,Bil & Motor
97,Mycronic,140,MYCR,SE0000375115,Aktie,Large Cap,Sverige,Informationsteknik,Elektronik & Tillverkning
98,Midsona B,141,MSON B,SE0000565228,Aktie,Small Cap,Sverige,Dagligvaror,Hälsoprodukter
99,HAKI Safety B,142,HAKI B,SE0000122673,Aktie,Small Cap,Sverige,Finans & Fastighet,Investmentbolag
100,Millicom,143,TIGO SDB,SE0001174970,Aktie,Large Cap,Sverige,Telekommunikation,Bredband & Telefoni
101,Stockwik Förvaltning,144,STWK,SE0012257970,Aktie,Small Cap,Sverige,Finans & Fastighet,Investmentbolag
102,mySafety,147,SAFETY B,SE0010769182,Aktie,Small Cap,Sverige,Informationsteknik,IT-Konsulter
103,Modern Times Group B,148,MTG B,SE0018012494,Aktie,Large Cap,Sverige,Sällanköpsvaror,Media & Publicering
104,NAXS,150,NAXS,SE0001965369,Aktie,Small Cap,Sverige,Finans & Fastighet,Investmentbolag
105,NCC B,151,NCC B,SE0000117970,Aktie,Large Cap,Sverige,Industri,Byggnation & Infrastruktur
106,Nederman,152,NMAN,SE0011204510,Aktie,Mid Cap,Sverige,Industri,Installation & VVS
107,Net Insight,154,NETI B,SE0000366098,Aktie,Mid Cap,Sverige,Informationsteknik,Kommunikation
108,New Wave,155,NEWA B,SE0020356970,Aktie,Large Cap,Sverige,Sällanköpsvaror,Kläder & Skor
109,NIBE Industrier,156,NIBE B,SE0015988019,Aktie,Large Cap,Sverige,Industri,Installation & VVS
110,Nobia,157,NOBI,SE0000949331,Aktie,Mid Cap,Sverige,Sällanköpsvaror,Möbler & Inredning
111,Nolato,158,NOLA B,SE0015962477,Aktie,Large Cap,Sverige,Material,Kemikalier
112,Nordea Bank,159,NDA SE,FI4000297767,Aktie,Large Cap,Sverige,Finans & Fastighet,Banker
113,Nordnet,161,SAVE,SE0015192067,Aktie,Large Cap,Sverige,Finans & Fastighet,Nischbanker
114,NOTE,162,NOTE,SE0001161654,Aktie,Mid Cap,Sverige,Informationsteknik,Elektronik & Tillverkning
115,Strax,163,STRAX,SE0012040459,Aktie,Small Cap,Sverige,Sällanköpsvaror,Fritid & Sport
116,Novotek,164,NTEK B,SE0000567752,Aktie,Small Cap,Sverige,Informationsteknik,Affärs- & IT-System
117,Vivesto,166,VIVE,SE0000722365,Aktie,Small Cap,Sverige,Hälsovård,Läkemedel
118,Logistea A,167,LOGI A,SE0017131329,Stocks2,Mid Cap,Sverige,Finans & Fastighet,Fastighetsbolag
119,OEM International,168,OEM B,SE0017766843,Aktie,Mid Cap,Sverige,Industri,Industrikomponenter
120,Orexo,170,ORX,SE0000736415,Aktie,Small Cap,Sverige,Hälsovård,Läkemedel
121,Ortivus B,172,ORTI B,SE0000123085,Aktie,Small Cap,Sverige,Hälsovård,Hälsovård & Hjälpmedel
122,Peab,175,PEAB B,SE0000106205,Aktie,Large Cap,Sverige,Industri,Byggnation & Infrastruktur
123,PION Group,177,PION B,SE0000567539,Aktie,Small Cap,Sverige,Industri,Bemanning
124,Precise Biometrics,178,PREC,SE0018013849,Aktie,Small Cap,Sverige,Informationsteknik,Biometri
125,Prevas,179,PREV B,SE0000356008,Aktie,Small Cap,Sverige,Informationsteknik,IT-Konsulter
126,Pricer,180,PRIC B,SE0000233934,Aktie,Mid Cap,Sverige,Informationsteknik,Elektronisk Utrustning
127,Proact IT,181,PACT,SE0015961222,Aktie,Mid Cap,Sverige,Informationsteknik,IT-Konsulter
128,Probi,182,PROB,SE0001280355,Aktie,Mid Cap,Sverige,Dagligvaror,Livsmedel
129,ProfilGruppen,184,PROF B,SE0000393860,Aktie,Small Cap,Sverige,Industri,Industrikomponenter
130,Ratos B,185,RATO B,SE0000111940,Aktie,Large Cap,Sverige,Finans & Fastighet,Investmentbolag
131,RaySearch Laboratories,186,RAY B,SE0000135485,Aktie,Mid Cap,Sverige,Hälsovård,Medicinsk Utrustning
132,Rejlers,188,REJL B,SE0000123671,Aktie,Mid Cap,Sverige,Industri,Affärskonsulter
133,Coala-life,189,COALA,SE0017083983,Aktie,First North,Sverige,Hälsovård,Medicinsk Utrustning
134,Rottneros,191,RROS,SE0000112252,Aktie,Mid Cap,Sverige,Material,Skogsbolag
135,Saab,193,SAAB B,SE0000112385,Aktie,Large Cap,Sverige,Industri,Militär & Försvar
136,Sagax A,194,SAGA A,SE0004635878,Aktie,Large Cap,Sverige,Finans & Fastighet,Fastighetsbolag
137,Sandvik,195,SAND,SE0000667891,Aktie,Large Cap,Sverige,Industri,Industrimaskiner
138,SAS,196,SAS,SE0003366871,Aktie,Small Cap,Sverige,Industri,Flygtransport
139,SCA B,197,SCA B,SE0000112724,Aktie,Large Cap,Sverige,Material,Skogsbolag
140,SEB A,199,SEB A,SE0000148884,Aktie,Large Cap,Sverige,Finans & Fastighet,Banker
141,Sectra,200,SECT B,SE0020539310,Aktie,Large Cap,Sverige,Hälsovård,Medicinsk Utrustning
142,Securitas,201,SECU B,SE0000163594,Aktie,Large Cap,Sverige,Industri,Säkerhet
143,Sensys Gatso,203,SGG,SE0020356244,Aktie,Small Cap,Sverige,Informationsteknik,Säkerhet & Bevakning
144,Handelsbanken A,204,SHB A,SE0007100599,Aktie,Large Cap,Sverige,Finans & Fastighet,Banker
145,SinterCast,206,SINT,SE0000950982,Aktie,Small Cap,Sverige,Industri,Industrikomponenter
146,Skanska,207,SKA B,SE0000113250,Aktie,Large Cap,Sverige,Industri,Byggnation & Infrastruktur
147,SKF B,208,SKF B,SE0000108227,Aktie,Large Cap,Sverige,Industri,Industrikomponenter
148,SkiStar,209,SKIS B,SE0012141687,Aktie,Mid Cap,Sverige,Sällanköpsvaror,Resor & Nöjen
149,Softronic,210,SOF B,SE0000323305,Aktie,Small Cap,Sverige,Informationsteknik,IT-Konsulter
150,SSAB A,211,SSAB A,SE0000171100,Stocks2,Large Cap,Sverige,Material,Gruv - Industrimetaller
151,Stora Enso R,212,STE R,FI0009007611,Aktie,Large Cap,Sverige,Material,Skogsbolag
152,Studsvik,213,SVIK,SE0000653230,Aktie,Small Cap,Sverige,Industri,Energi & Återvinning
153,Svedbergs,214,SVED B,SE0000407991,Aktie,Small Cap,Sverige,Sällanköpsvaror,Möbler & Inredning
154,Svolder B,215,SVOL B,SE0017161458,Aktie,Mid Cap,Sverige,Finans & Fastighet,Investmentbolag
155,Sweco B,216,SWEC B,SE0014960373,Aktie,Large Cap,Sverige,Industri,Affärskonsulter
156,Swedbank,217,SWED A,SE0000242455,Aktie,Large Cap,Sverige,Finans & Fastighet,Banker
157,Swedish Orphan Biovitrum,219,SOBI,SE0000872095,Aktie,Large Cap,Sverige,Hälsovård,Läkemedel
158,Systemair,221,SYSR,SE0016609499,Aktie,Large Cap,Sverige,Industri,Installation & VVS
159,Tele2 B,222,TEL2 B,SE0005190238,Aktie,Large Cap,Sverige,Telekommunikation,Bredband & Telefoni
160,Telia Company,223,TELIA,SE0000667925,Aktie,Large Cap,Sverige,Telekommunikation,Bredband & Telefoni
161,TietoEVRY,224,TIETOS,FI0009000277,Aktie,Large Cap,Sverige,Informationsteknik,IT-Konsulter
162,Traction,225,TRAC B,SE0000391716,Aktie,Mid Cap,Sverige,Finans & Fastighet,Investmentbolag
163,TradeDoubler,226,TRAD,SE0001552357,Aktie,Small Cap,Sverige,Sällanköpsvaror,Marknadsföring
164,Viking Supply,227,VSSAB B,SE0010820613,Aktie,First North,Sverige,Industri,Sjöfart & Rederi
165,Trelleborg,229,TREL B,SE0000114837,Aktie,Large Cap,Sverige,Material,Kemikalier
166,Kindred,231,KIND SDB,SE0007871645,Aktie,Large Cap,Sverige,Sällanköpsvaror,Betting & Casino
167,VBG Group,233,VBG B,SE0000115107,Aktie,Mid Cap,Sverige,Industri,Industrikomponenter
168,Rizzo Group,234,RIZZO B,SE0016276109,Aktie,Small Cap,Sverige,Sällanköpsvaror,Accessoarer
169,Vitrolife,235,VITR,SE0011205202,Aktie,Large Cap,Sverige,Hälsovård,Medicinsk Utrustning
170,Volvo B,236,VOLV B,SE0000115446,Aktie,Large Cap,Sverige,Industri,Industrimaskiner
171,VNV Global,237,VNV,SE0014428835,Aktie,Mid Cap,Sverige,Finans & Fastighet,Investmentbolag
172,Wallenstam,238,WALL B,SE0017780133,Aktie,Large Cap,Sverige,Finans & Fastighet,Fastighetsbolag
173,Wihlborgs Fastigheter,239,WIHL,SE0018012635,Aktie,Large Cap,Sverige,Finans & Fastighet,Fastighetsbolag
174,XANO Industri,240,XANO B,SE0018014151,Aktie,Mid Cap,Sverige,Industri,Industrikomponenter
175,AFRY,241,AFRY,SE0005999836,Aktie,Large Cap,Sverige,Industri,Affärskonsulter
176,Öresund,242,ORES,SE0008321608,Aktie,Mid Cap,Sverige,Finans & Fastighet,Investmentbolag
177,Karolinska Development,243,KDEV,SE0002190926,Aktie,Small Cap,Sverige,Finans & Fastighet,Investmentbolag
178,Boule Diagnostics,244,BOUL,SE0011231158,Aktie,Small Cap,Sverige,Hälsovård,Medicinsk Utrustning
179,Dedicare,245,DEDI,SE0003909282,Aktie,Small Cap,Sverige,Industri,Bemanning
180,Moberg Pharma,246,MOB,SE0020353928,Aktie,Small Cap,Sverige,Hälsovård,Läkemedel
181,Concentric,247,COIC,SE0003950864,Aktie,Mid Cap,Sverige,Industri,Industrikomponenter
182,Cavotec,248,CCC,CH0136071542,Aktie,Mid Cap,Sverige,Industri,Industrimaskiner
183,Nokia,249,NOKIA SEK,FI0009000681,Aktie,Large Cap,Sverige,Informationsteknik,Kommunikation
184,Micro Systemation,251,MSAB B,SE0000526626,Aktie,Small Cap,Sverige,Informationsteknik,Elektronisk Utrustning
185,Vitec Software,252,VIT B,SE0007871363,Aktie,Large Cap,Sverige,Informationsteknik,Affärs- & IT-System
186,Bulten,254,BULTEN,SE0003849223,Aktie,Small Cap,Sverige,Industri,Industrikomponenter
187,Moment Group,255,MOMENT,SE0020388932,Aktie,Small Cap,Sverige,Sällanköpsvaror,Resor & Nöjen
188,ADDvise Group A,257,ADDV A,SE0001306119,Stocks2,First North,Sverige,Hälsovård,Hälsovård & Hjälpmedel
189,Africa Oil,258,AOI,CA00829Q1019,Aktie,Mid Cap,Sverige,Energi,Olja & Gas - Exploatering
190,Arctic Minerals,262,ARCT,SE0000697948,Aktie,First North,Sverige,Material,Gruv - Guld & Silver
191,Avensia,263,AVEN,SE0000671745,Aktie,First North,Sverige,Informationsteknik,Betalning & E-handel
192,Avtech,264,AVT B,SE0004270445,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
193,Bredband2,268,BRE2,SE0000648669,Aktie,First North,Sverige,Telekommunikation,Bredband & Telefoni
194,C-RAD,270,CRAD B,SE0002016352,Aktie,Small Cap,Sverige,Hälsovård,Medicinsk Utrustning
195,Catella B,274,CAT B,SE0000188518,Aktie,Mid Cap,Sverige,Finans & Fastighet,Kapitalförvaltning
196,Auriant Mining,275,AUR,SE0001337213,Aktie,First North,Sverige,Material,Gruv - Guld & Silver
197,Nordic LEVEL,277,LEVEL,SE0012313302,Aktie,First North,Sverige,Industri,Säkerhet
198,Creades,278,CRED A,SE0015661236,Aktie,Large Cap,Sverige,Finans & Fastighet,Investmentbolag
199,DistIT,282,DIST,SE0003883800,Aktie,First North,Sverige,Informationsteknik,Datorer & Hårdvara
200,Diadrom,283,DIAH,SE0001606906,Aktie,First North,Sverige,Informationsteknik,IT-Konsulter
201,Dignitana,285,DIGN,SE0002108001,Aktie,First North,Sverige,Hälsovård,Medicinsk Utrustning
202,Drillcon,287,DRIL,SE0001770702,Aktie,First North,Sverige,Material,Gruv - Service
203,Ellen,288,ELN,SE0014730347,Aktie,First North,Sverige,Hälsovård,Biotech
204,Kakel Max,289,KAKEL,SE0009921075,Aktie,First North,Sverige,Industri,Byggmaterial
205,Eolus Vind,291,EOLU B,SE0007075056,Aktie,Mid Cap,Sverige,Kraftförsörjning,Vindkraft
206,Episurf Medical,293,EPIS B,SE0003491562,Aktie,Small Cap,Sverige,Hälsovård,Medicinsk Utrustning
207,Firefly,295,FIRE,SE0000395428,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
208,Arcario,296,ARCA,SE0007614722,Aktie,First North,Sverige,Informationsteknik,Betalning & E-handel
209,Generic Sweden,297,GENI,SE0001790791,Aktie,First North,Sverige,Informationsteknik,Säkerhet & Bevakning
210,Genovis,298,GENO,SE0002485979,Aktie,First North,Sverige,Hälsovård,Biotech
211,Binero Group,299,BINERO,SE0005249570,Aktie,First North,Sverige,Informationsteknik,Affärs- & IT-System
212,Götenehus Group,300,GHUS B,SE0001799636,Aktie,First North,Sverige,Industri,Bostadsbyggnation
213,Hansa Biopharma,301,HNSA,SE0002148817,Aktie,Mid Cap,Sverige,Hälsovård,Biotech
214,Stendörren Fastigheter,302,STEF B,SE0006543344,Aktie,Mid Cap,Sverige,Finans & Fastighet,Fastighetsbolag
215,Hifab,303,HIFA B,SE0000483943,Aktie,First North,Sverige,Industri,Affärskonsulter
216,Impact Coatings,304,IMPC,SE0001279142,Aktie,First North,Sverige,Industri,Industrimaskiner
217,Invisio,306,IVSO,SE0001200015,Aktie,Mid Cap,Sverige,Informationsteknik,Kommunikation
218,Northbaze,308,NBZ,SE0003204908,Aktie,First North,Sverige,Informationsteknik,Elektronisk Utrustning
219,JLT Mobile,309,JLT,SE0000725624,Aktie,First North,Sverige,Informationsteknik,Datorer & Hårdvara
220,Kancera,310,KAN,SE0015658570,Aktie,First North,Sverige,Hälsovård,Biotech
221,Copperstone,312,COPP,SE0021148160,Aktie,Mid Cap,Sverige,Material,Gruv - Prospekt & Drift
222,Kopy Goldfields,313,KOPY,SE0002245548,Aktie,First North,Sverige,Material,Gruv - Guld & Silver
223,Lucara Diamond,316,LUC,CA54928Q1081,Aktie,Mid Cap,Sverige,Material,Gruv - Ädelstenar
224,Mackmyra,317,MACK B,SE0000731747,Aktie,First North,Sverige,Dagligvaror,Bryggeri
225,MedCap,318,MCAP,SE0009160872,Aktie,Mid Cap,Sverige,Hälsovård,Läkemedel
226,Misen Energy,321,MISE,SE0001486952,Aktie,First North,Sverige,Energi,Olja & Gas - Exploatering
227,NetJobs,322,NJOB,SE0001790346,Aktie,First North,Sverige,Industri,Bemanning
228,New Nordic Healthbrands,323,NNH,SE0001838038,Aktie,First North,Sverige,Dagligvaror,Hälsoprodukter
229,Nischer,324,NIS,SE0000308298,Aktie,NGM,Sverige,Finans & Fastighet,Fastighetsbolag
230,Online Brands Nordic,325,OBAB,SE0017133838,Aktie,First North,Sverige,Sällanköpsvaror,Accessoarer
231,Saxlund,331,SAXG,SE0008966014,Aktie,First North,Sverige,Industri,Energi & Återvinning
232,Egetis Therapeutics,332,EGTX,SE0003815604,Aktie,Small Cap,Sverige,Hälsovård,Biotech
233,Precio Fishbone,333,PRCO B,SE0000141137,Aktie,First North,Sverige,Informationsteknik,IT-Konsulter
234,Precomp Solutions,334,PCOM B,SE0006091724,Aktie,First North,Sverige,Industri,Industrikomponenter
235,ScandBook,339,SBOK,SE0003175660,Aktie,First North,Sverige,Sällanköpsvaror,Media & Publicering
236,ShaMaran,342,SNM,CA8193201024,Aktie,First North,Sverige,Energi,Olja & Gas - Exploatering
237,Ogunsen,343,OGUN B,SE0008406151,Aktie,First North,Sverige,Industri,Bemanning
238,Skåne-möllan,344,SKMO,SE0017885338,Aktie,First North,Sverige,Dagligvaror,Livsmedel
239,Stille,347,STIL,SE0000998650,Aktie,First North,Sverige,Hälsovård,Medicinsk Utrustning
240,TagMaster,348,TAGM B,SE0015950399,Aktie,First North,Sverige,Informationsteknik,Kommunikation
241,Tethys Oil,349,TETY,SE0020180917,Aktie,Mid Cap,Sverige,Energi,Olja & Gas - Exploatering
242,Unlimited Travel Group,352,UTG,SE0001834821,Aktie,First North,Sverige,Sällanköpsvaror,Resor & Nöjen
243,Nordic Flanges,354,NFGAB,SE0001994658,Aktie,First North,Sverige,Industri,Industrikomponenter
244,Vestum,355,VESTUM,SE0017134125,Aktie,Mid Cap,Sverige,Finans & Fastighet,Investmentbolag
245,Westpay,356,WPAY,SE0002169292,Aktie,First North,Sverige,Informationsteknik,Betalning & E-handel
246,Wise Group,357,WISE,SE0007277876,Aktie,Small Cap,Sverige,Industri,Bemanning
247,ALM Equity,364,ALM,SE0018741985,Aktie,First North,Sverige,Finans & Fastighet,Fastighetsbolag
248,Mangold,365,MANG,SE0001449380,Aktie,Mid Cap,Sverige,Finans & Fastighet,Kapitalförvaltning
249,Platzer Fastigheter,366,PLAZ B,SE0004977692,Aktie,Mid Cap,Sverige,Finans & Fastighet,Fastighetsbolag
250,aXichem,369,AXIC A,SE0005250719,Aktie,First North,Sverige,Material,Kemikalier
251,Nexam Chemical,371,NEXAM,SE0005101003,Aktie,First North,Sverige,Material,Kemikalier
252,Xvivo Perfusion,372,XVIVO,SE0004840718,Aktie,Mid Cap,Sverige,Hälsovård,Medicinsk Utrustning
253,Bufab,375,BUFAB,SE0005677135,Aktie,Mid Cap,Sverige,Industri,Industrikomponenter
